"feature","id","fc","pval","qval"
"gene","MSTRG.8810",1.50172892168082,3.62908119888594e-06,0.000412937596416093
"gene","MSTRG.6982",1.52141889216701,3.7702172150933e-06,0.00042147059815043
"gene","MSTRG.8352",1.22015282503047,3.98453007677269e-06,0.000435002141915497
"gene","MSTRG.1699",1.24530076494315,4.02779761032868e-06,0.000435002141915497
"gene","MSTRG.10295",0.615851827282092,4.13573174595783e-06,0.000438324262111853
"gene","MSTRG.2566",0.742263378431441,4.21716125487137e-06,0.000438324262111853
"gene","MSTRG.257",1.31924491129072,4.2649253375604e-06,0.000438324262111853
"gene","MSTRG.167",1.52240555865979,4.4385448427775e-06,0.00044892710695521
"gene","MSTRG.7261",2.61899566304471,4.6666524298189e-06,0.000464623582543844
"gene","MSTRG.11700",3.32880591026842,4.7756976722102e-06,0.00046816531642036
"gene","MSTRG.5491",2.08680864116188,5.07280511530261e-06,0.000489756275677398
"gene","MSTRG.11371",0.66842999161313,5.15036084558496e-06,0.000489822377732348
"gene","MSTRG.10430",0.687298360457277,5.56959260000767e-06,0.00052190358893013
"gene","MSTRG.9541",0.810231675878596,6.04730241449136e-06,0.000547254920678457
"gene","MSTRG.10966",0.705906995601328,6.04982579821556e-06,0.000547254920678457
"gene","MSTRG.758",1.91861664620891,6.09778709481645e-06,0.000547254920678457
"gene","MSTRG.3103",3.78671966574797,6.18394216012064e-06,0.000547278881170676
"gene","MSTRG.11976",1.70012918728724,6.39515433409343e-06,0.000558218128997854
"gene","MSTRG.12645",0.699095660377909,6.58512621953822e-06,0.000565858923607863
"gene","MSTRG.8337",0.441600771183414,6.6602980650643e-06,0.000565858923607863
"gene","MSTRG.11842",0.819918416577781,6.80587813328692e-06,0.000570619150859267
"gene","MSTRG.5420",1.4072970438163,6.98676436683421e-06,0.000575411718230356
"gene","MSTRG.11776",0.499421755555205,7.04364626835652e-06,0.000575411718230356
"gene","MSTRG.6537",1.68793852735785,7.2089774265649e-06,0.000575576428628649
"gene","MSTRG.2209",0.390886635472584,7.22632051008976e-06,0.000575576428628649
"gene","MSTRG.12265",1.31135675844385,7.41910191415229e-06,0.000583636017246647
"gene","MSTRG.2793",0.45487454621312,7.54575222039477e-06,0.000586360160345799
"gene","MSTRG.11626",1.20329308899674,7.84335370129785e-06,0.000600970635748853
"gene","MSTRG.7487",2.71447092699231,7.92240009461764e-06,0.000600970635748853
"gene","MSTRG.496",0.854825585018618,8.15258467135038e-06,0.00061115611206876
"gene","MSTRG.5511",0.566613648846954,8.36269048187788e-06,0.000619617020354951
"gene","MSTRG.4491",0.792388119471626,8.78557039385441e-06,0.000640898715558573
"gene","MSTRG.6993",0.827853980472882,8.87156051154747e-06,0.000640898715558573
"gene","MSTRG.5514",0.659270591757412,8.95166128134228e-06,0.000640898715558573
"gene","MSTRG.3709",0.722126475973331,9.40708773411458e-06,0.000666021811575312
"gene","MSTRG.4905",1.51066241394626,1.04053538272364e-05,0.000728603457001652
"gene","MSTRG.506",1.17493894333297,1.07274393663648e-05,0.00073681803844506
"gene","MSTRG.8385",0.641604978597593,1.07539355893582e-05,0.00073681803844506
"gene","MSTRG.9207",1.86088062086412,1.09653857411907e-05,0.000741892127022945
"gene","MSTRG.11432",0.756232201248146,1.10608524901412e-05,0.000741892127022945
"gene","MSTRG.11590",1.27464150572856,1.14737537675325e-05,0.000761570406319967
"gene","MSTRG.3643",0.608760222973819,1.16219917496441e-05,0.000763457025038474
"gene","MSTRG.11692",0.486735154179604,1.19686292473498e-05,0.000772325548419126
"gene","MSTRG.880",0.770597699745965,1.19994082381503e-05,0.000772325548419126
"gene","MSTRG.8225",1.40230638093138,1.2201937226286e-05,0.000772462312687467
"gene","MSTRG.7828",0.54060589010811,1.22439883210035e-05,0.000772462312687467
"gene","MSTRG.12332",0.653142413577689,1.2493809174341e-05,0.000776625482172521
"gene","MSTRG.8818",0.741225183468695,1.25778530445375e-05,0.000776625482172521
"gene","MSTRG.3234",1.52246382075707,1.26756199224642e-05,0.000776625482172521
"gene","MSTRG.5801",0.74597932945716,1.28127399632305e-05,0.00077755027662576
"gene","MSTRG.8157",0.831136938862881,1.29654999254658e-05,0.000778957251186359
"gene","MSTRG.7920",0.60185985326912,1.32404000338093e-05,0.000778957251186359
"gene","MSTRG.11474",1.16128179807933,1.32543072903779e-05,0.000778957251186359
"gene","MSTRG.9227",12.9714245596672,1.33364317288498e-05,0.000778957251186359
"gene","MSTRG.10432",0.764285295943614,1.35520846029635e-05,0.000778957251186359
"gene","MSTRG.8177",0.895149719606131,1.35694059764102e-05,0.000778957251186359
"gene","MSTRG.3825",1.48116028201427,1.37611233863577e-05,0.00078290962694528
"gene","MSTRG.11190",1.60039547741673,1.39431495900233e-05,0.00078624556803211
"gene","MSTRG.12576",1.16785988931323,1.48349423425564e-05,0.000825208365486778
"gene","MSTRG.971",1.73335861538657,1.48931202182956e-05,0.000825208365486778
"gene","MSTRG.10495",1.75514935658605,1.51866895317099e-05,0.000833820094910615
"gene","MSTRG.2080",1.34165665496543,1.55054165889013e-05,0.000833820094910615
"gene","MSTRG.6890",2.0056713590349,1.55473697698305e-05,0.000833820094910615
"gene","MSTRG.1862",7.37049824778614,1.5571969757433e-05,0.000833820094910615
"gene","MSTRG.910",1.71342471931643,1.6013002283044e-05,0.000850290421229638
"gene","MSTRG.7470",1.91061332264375,1.6400109006609e-05,0.000863648715620767
"gene","MSTRG.314",1.22996898421224,1.69835923974349e-05,0.000882700403090844
"gene","MSTRG.10431",0.406334767684392,1.71354274586255e-05,0.000882700403090844
"gene","MSTRG.6885",0.616923914862468,1.7177471748786e-05,0.000882700403090844
"gene","MSTRG.779",1.48762228980268,1.75646141855612e-05,0.000892018491166332
"gene","MSTRG.4992",0.642330594381458,1.7638783723628e-05,0.000892018491166332
"gene","MSTRG.2400",0.692794611134562,1.80883655195307e-05,0.00090755169362559
"gene","MSTRG.6754",0.550132487200003,1.84522831565559e-05,0.000913783360955228
"gene","MSTRG.4997",2.15359624162969,1.85136842334455e-05,0.000913783360955228
"gene","MSTRG.10459",0.78342398781736,1.86427867112648e-05,0.000913783360955228
"gene","MSTRG.6842",0.633509472796909,1.9086938156665e-05,0.000923199195393609
"gene","MSTRG.4879",1.60325917833792,1.92188695338213e-05,0.000923199195393609
"gene","MSTRG.6702",0.760493747341433,1.92695375058616e-05,0.000923199195393609
"gene","MSTRG.1065",0.63331055094591,2.14609102981989e-05,0.00102051433149346
"gene","MSTRG.10332",1.26271055424183,2.18681004792165e-05,0.00102474925981299
"gene","MSTRG.6531",2.72623306736232,2.18716100650607e-05,0.00102474925981299
"gene","MSTRG.11052",0.471031789059005,2.27314474399165e-05,0.00105726119041714
"gene","MSTRG.5317",1.71377334770378,2.33813356524948e-05,0.00107960775925867
"gene","MSTRG.12268",0.5630978473824,2.3587506737921e-05,0.00108129203549664
"gene","MSTRG.12011",1.74652293201304,2.38195997526169e-05,0.00108413206874054
"gene","MSTRG.4415",1.73870891236938,2.48232349828736e-05,0.00112179895965157
"gene","MSTRG.3391",0.60770561885973,2.5363841966719e-05,0.00113815775360517
"gene","MSTRG.5607",1.14613951948892,2.59723336640816e-05,0.0011573126580946
"gene","MSTRG.3399",0.625311413351223,2.73766439164991e-05,0.00121088903350884
"gene","MSTRG.7605",0.752824219325848,2.75547567261114e-05,0.00121088903350884
"gene","MSTRG.3402",1.57629548490563,2.8088102927093e-05,0.00122567461594465
"gene","MSTRG.5442",0.586979151340337,2.82759209893069e-05,0.00122567461594465
"gene","MSTRG.4656",0.754263427583232,2.92500430143505e-05,0.00125933293302325
"gene","MSTRG.1280",0.908903643505238,3.00352444680962e-05,0.00128446025336047
"gene","MSTRG.10670",1.69187387499811,3.09730026470945e-05,0.00131573315244857
"gene","MSTRG.8181",0.453405715748919,3.12722744733041e-05,0.00131964856254234
"gene","MSTRG.2429",2.13099894349933,3.2178197533872e-05,0.00134894391240679
"gene","MSTRG.7081",1.22662475145259,3.32178173032549e-05,0.00138342439121791
"gene","MSTRG.805",0.637675928452846,3.44500596232145e-05,0.00141911782566204
"gene","MSTRG.3373",1.47545422456631,3.45621757320558e-05,0.00141911782566204
"gene","MSTRG.3397",1.37563597521985,3.47429976150782e-05,0.00141911782566204
"gene","MSTRG.586",3.95871535221184,3.5130362364244e-05,0.00142580043939467
"gene","MSTRG.4701",0.85190224765171,3.54711443446565e-05,0.0014305198212921
"gene","MSTRG.7565",1.22295602440755,3.5783361465036e-05,0.00143403508965541
"gene","MSTRG.6143",0.564427909302886,3.66514540726115e-05,0.00145910112523227
"gene","MSTRG.5890",1.33262220867968,3.6866804953295e-05,0.00145910112523227
"gene","MSTRG.8597",0.700669478844506,3.77187119645628e-05,0.0014738570974333
"gene","MSTRG.1805",2.07400305394689,3.7779932352322e-05,0.0014738570974333
"gene","MSTRG.1493",1.61910041380339,3.79335473915665e-05,0.0014738570974333
"gene","MSTRG.5315",0.572475017241166,3.86173049660155e-05,0.00149133010450576
"gene","MSTRG.9924",0.744450767611996,3.92604722729839e-05,0.0015039456388041
"gene","MSTRG.9091",0.710778164425827,3.94160266290466e-05,0.0015039456388041
"gene","MSTRG.908",1.39974060280169,4.04503110517096e-05,0.00152897152068387
"gene","MSTRG.10267",0.575537558184043,4.0551818423662e-05,0.00152897152068387
"gene","MSTRG.1591",2.86617554824292,4.1713021078027e-05,0.00156350217828934
"gene","MSTRG.10509",0.781529131782212,4.31474030264667e-05,0.00160780849172307
"gene","MSTRG.9549",1.82116538358663,4.45341272048427e-05,0.00164983406133289
"gene","MSTRG.11688",0.564074012821256,4.48110862416584e-05,0.00165049850596444
"gene","MSTRG.10551",1.19950017494452,4.66164020920257e-05,0.00169159026883461
"gene","MSTRG.12207",0.53887296924421,4.66715395910366e-05,0.00169159026883461
"gene","MSTRG.9315",1.40697769366743,4.67231461573903e-05,0.00169159026883461
"gene","MSTRG.1572",0.763588614176784,4.84075302631393e-05,0.00173990990847268
"gene","MSTRG.5298",0.821398599506593,4.86038863320992e-05,0.00173990990847268
"gene","MSTRG.10468",0.64249510653863,4.93345877659035e-05,0.0017562010795773
"gene","MSTRG.612",2.04072167746124,5.01063776610078e-05,0.00177376576919968
"gene","MSTRG.5529",1.58871481679553,5.10037436092237e-05,0.00179283223080149
"gene","MSTRG.2788",0.734084119773767,5.14323484830381e-05,0.00179283223080149
"gene","MSTRG.6551",1.29093715141067,5.14890612424157e-05,0.00179283223080149
"gene","MSTRG.12661",1.49436536227981,5.40454635848953e-05,0.00184415575044671
"gene","MSTRG.2279",0.592643636744186,5.4260510478743e-05,0.00184415575044671
"gene","MSTRG.769",0.747288169279184,5.45701675102039e-05,0.00184415575044671
"gene","MSTRG.1406",1.51434845410208,5.46679390370786e-05,0.00184415575044671
"gene","MSTRG.6720",1.94065649190768,5.4695096088464e-05,0.00184415575044671
"gene","MSTRG.5463",2.68048378096111,5.48524034007514e-05,0.00184415575044671
"gene","MSTRG.2040",1.49004008421472,5.49889504998236e-05,0.00184415575044671
"gene","MSTRG.9604",1.62525714664236,5.57577596568271e-05,0.00186014892425813
"gene","MSTRG.4827",0.726152065373654,5.84214539636196e-05,0.00193886200341763
"gene","MSTRG.12380",0.67115356684172,6.27884765780351e-05,0.00207299571375772
"gene","MSTRG.6214",1.18358867950126,6.32682889409875e-05,0.00207806977903078
"gene","MSTRG.8285",0.624003760153973,6.50604551568623e-05,0.00212597548851039
"gene","MSTRG.9622",0.673625177933381,6.67985233872015e-05,0.00216519319496894
"gene","MSTRG.2516",0.737775763924246,6.72674794108818e-05,0.00216519319496894
"gene","MSTRG.12553",1.14979428457801,6.72800145329333e-05,0.00216519319496894
"gene","MSTRG.2594",0.670053014424292,6.80258903844599e-05,0.00216821071587612
"gene","MSTRG.11410",0.674038275184477,6.80543225322072e-05,0.00216821071587612
"gene","MSTRG.8861",0.724115196713038,6.89770525041933e-05,0.00218667551520756
"gene","MSTRG.11751",2.04630439833861,7.05615613686428e-05,0.00222538765898296
"gene","MSTRG.9116",0.651135287158954,7.08966878175676e-05,0.00222538765898296
"gene","MSTRG.1873",0.747603076648172,7.18177904678319e-05,0.0022420005827506
"gene","MSTRG.9872",0.565881079387469,7.21296483778833e-05,0.0022420005827506
"gene","MSTRG.9274",1.53438050060369,7.35920595493766e-05,0.00225959334307331
"gene","MSTRG.5600",0.721174507145675,7.37395828309673e-05,0.00225959334307331
"gene","MSTRG.9085",1.41873652486396,7.37612719106107e-05,0.00225959334307331
"gene","MSTRG.9371",1.4923998982196,7.42414995981155e-05,0.00225959334307331
"gene","MSTRG.81",0.602251302228989,7.44687071634331e-05,0.00225959334307331
"gene","MSTRG.9185",0.695177865893795,7.52338928513563e-05,0.00227199225236418
"gene","MSTRG.10581",1.28873835392105,7.70139083986487e-05,0.00231477652979335
"gene","MSTRG.355",0.762239059465099,7.79372987039784e-05,0.00233103759104331
"gene","MSTRG.9137",0.673529208945664,7.82865732082971e-05,0.00233103759104331
"gene","MSTRG.803",0.59520703593121,7.98266019974569e-05,0.00236583771129207
"gene","MSTRG.7398",0.617390256777875,8.06672175077683e-05,0.00237968291647916
"gene","MSTRG.4119",0.621799772165043,8.4087583918202e-05,0.00246915246417873
"gene","MSTRG.7903",1.1503591452012,8.54398388161481e-05,0.00249735161897475
"gene","MSTRG.10075",1.16069173892483,8.58326777747331e-05,0.00249737818621278
"gene","MSTRG.1720",1.18742059743739,8.63364202310368e-05,0.00250061668050985
"gene","MSTRG.6481",0.734792597089108,8.75455620387156e-05,0.00251854942726097
"gene","MSTRG.8286",0.710975507768909,8.77460723245349e-05,0.00251854942726097
"gene","MSTRG.10363",0.610639487728653,8.97572660254475e-05,0.00255363999689038
"gene","MSTRG.298",0.642510443512898,8.98249248685312e-05,0.00255363999689038
"gene","MSTRG.6420",4.16034145739426,9.01709038449994e-05,0.00255363999689038
"gene","MSTRG.11417",0.750102713449427,9.1496703927163e-05,0.00257488154864494
"gene","MSTRG.11236",0.456225459786413,9.17291449376023e-05,0.00257488154864494
"gene","MSTRG.4633",0.708058317729055,9.24089767709857e-05,0.00258258771923123
"gene","MSTRG.12093",1.41107898204106,9.32133785784828e-05,0.00259369278734538
"gene","MSTRG.6064",1.75993939569574,9.44044235553498e-05,0.00261250281697679
"gene","MSTRG.7065",1.4519050231694,9.48894250074606e-05,0.00261250281697679
"gene","MSTRG.8806",0.754484909348055,9.51514663947162e-05,0.00261250281697679
"gene","MSTRG.5492",1.29595454971289,9.55293716816685e-05,0.00261250281697679
"gene","MSTRG.692",0.692014395635767,9.89882672965958e-05,0.00268221646742517
"gene","MSTRG.5072",1.36987403146284,9.92761047935442e-05,0.00268221646742517
"gene","MSTRG.501",0.818394750809889,9.93413506453766e-05,0.00268221646742517
"gene","MSTRG.11621",0.65107066670767,0.000101650431622025,0.0027329812248757
"gene","MSTRG.5391",1.29948484290237,0.000102476907733462,0.00274362544570428
"gene","MSTRG.1481",0.656663115957631,0.000105769040514514,0.0028096760756273
"gene","MSTRG.12524",6.25772148004538,0.000105825840889917,0.0028096760756273
"gene","MSTRG.572",1.21492733154195,0.00010688846938689,0.00281481036679779
"gene","MSTRG.10412",0.503370765205278,0.000106902716378698,0.00281481036679779
"gene","MSTRG.12244",3.74163950389043,0.000108070605795207,0.00283385144085211
"gene","MSTRG.5863",1.20732337447409,0.000108969805097781,0.00284330319900889
"gene","MSTRG.272",1.86302873181079,0.00010932349085957,0.00284330319900889
"gene","MSTRG.12526",0.516691850600227,0.000110529195476161,0.00285917058088565
"gene","MSTRG.1170",0.770142318452397,0.000111005660256791,0.00285917058088565
"gene","MSTRG.2853",1.96755832397345,0.000111279708735035,0.00285917058088565
"gene","MSTRG.5533",1.34651186555762,0.000112339457031041,0.00287480731004736
"gene","MSTRG.1670",0.713909043639429,0.000117650769173139,0.00299868280468496
"gene","MSTRG.1857",1.28203177951257,0.000119006892321583,0.00302116301941484
"gene","MSTRG.5645",1.56026786681733,0.000120447172564209,0.0030455927919807
"gene","MSTRG.7941",1.55692622653489,0.000125799978720753,0.00316836942454007
"gene","MSTRG.6472",1.36454022053203,0.00012792410843776,0.00319754673747463
"gene","MSTRG.1117",2.79741497097517,0.000128224398504573,0.00319754673747463
"gene","MSTRG.8340",1.3003301290983,0.00012870475704807,0.00319754673747463
"gene","MSTRG.7634",1.54936151970989,0.000128965711163054,0.00319754673747463
"gene","MSTRG.11701",0.702192950076409,0.000130121730126165,0.003203331368158
"gene","MSTRG.229",2.08047701725459,0.000130204460821237,0.003203331368158
"gene","MSTRG.1273",0.468392760106549,0.000131003236178096,0.00321058700356471
"gene","MSTRG.7750",1.5907069146648,0.000134406818149024,0.00327569680837798
"gene","MSTRG.10919",1.41653861691016,0.000134688098524016,0.00327569680837798
"gene","MSTRG.807",0.647499990119968,0.00013585268974281,0.00329145756289425
"gene","MSTRG.9942",0.574578976483094,0.00014024591673989,0.00336313875002034
"gene","MSTRG.10133",0.758371081039925,0.000140628783969809,0.00336313875002034
"gene","MSTRG.8590",1.55721219744603,0.000141002744362018,0.00336313875002034
"gene","MSTRG.1164",1.10956196402714,0.000141167898767391,0.00336313875002034
"gene","MSTRG.7267",2.44877804938292,0.000141450280132682,0.00336313875002034
"gene","MSTRG.12789",0.636688380501159,0.000144007315998285,0.00341120675665825
"gene","MSTRG.7209",1.33342231187055,0.000147947739261634,0.00349156664657455
"gene","MSTRG.3441",1.47139611880431,0.000149013614580307,0.00350374447271481
"gene","MSTRG.6195",1.45745353155165,0.000149875490327744,0.00351105376606025
"gene","MSTRG.1411",0.714598041143981,0.00015353828619924,0.00358368483392511
"gene","MSTRG.6196",1.48804829213599,0.000154872728533983,0.00358924195588067
"gene","MSTRG.1120",1.50367675865397,0.000155093602739687,0.00358924195588067
"gene","MSTRG.8966",1.5242297519511,0.000155466224077694,0.00358924195588067
"gene","MSTRG.5502",1.81361496211605,0.000156966801365233,0.00359878268959438
"gene","MSTRG.3993",0.712472272094685,0.000157009037618838,0.00359878268959438
"gene","MSTRG.2152",0.527629643714368,0.000160593331701486,0.00366774447885975
"gene","MSTRG.9051",0.548966560257583,0.00016136407249967,0.00367218524988535
"gene","MSTRG.11921",1.88602368998463,0.00016680625422838,0.00378252474001152
"gene","MSTRG.10876",0.867526044266343,0.00017140088443246,0.00387293062270792
"gene","MSTRG.3165",0.710280289357518,0.000173034582468534,0.00389064934335555
"gene","MSTRG.7899",1.38178515850825,0.000173406216809946,0.00389064934335555
"gene","MSTRG.12781",0.727600283928165,0.000176358468961246,0.00390812014366805
"gene","MSTRG.8725",0.526423236579207,0.000177249506005728,0.00390812014366805
"gene","MSTRG.7764",0.814908593167368,0.000177360508623048,0.00390812014366805
"gene","MSTRG.11084",0.765171882643013,0.000178070638839456,0.00390812014366805
"gene","MSTRG.12636",1.19573079032633,0.000178093264383783,0.00390812014366805
"gene","MSTRG.8609",0.597411316986001,0.000178449333754882,0.00390812014366805
"gene","MSTRG.6790",0.591845538843101,0.000179052225176335,0.00390812014366805
"gene","MSTRG.9173",1.79713513714538,0.000180105953886844,0.00390812014366805
"gene","MSTRG.12767",0.760311598027188,0.000180517870746577,0.00390812014366805
"gene","MSTRG.6239",3.77050871954359,0.000180577858600595,0.00390812014366805
"gene","MSTRG.1785",0.866290617837296,0.000181525287402673,0.00390812014366805
"gene","MSTRG.3291",1.37219370704383,0.000181634438206069,0.00390812014366805
"gene","MSTRG.11624",1.61566166473083,0.000182158142289612,0.00390812014366805
"gene","MSTRG.11218",0.752723330397223,0.000183689581285895,0.00392496632654571
"gene","MSTRG.12709",1.18132989592556,0.000184718876235834,0.00392496632654571
"gene","MSTRG.4941",1.49636084694762,0.000184791258311945,0.00392496632654571
"gene","MSTRG.6387",1.55185653304151,0.000187825261228403,0.00396425021303968
"gene","MSTRG.6461",0.646897147662642,0.000188305898840557,0.00396425021303968
"gene","MSTRG.7773",1.33424378284822,0.000188507189979759,0.00396425021303968
"gene","MSTRG.157",0.677975577031723,0.000192537215750077,0.00403568137749833
"gene","MSTRG.5377",5.04258722461038,0.000197934712530712,0.0041352130762154
"gene","MSTRG.10327",0.573069430917566,0.00020379863895581,0.00424380695237393
"gene","MSTRG.8857",0.627308576215922,0.000205596889345072,0.00425523864951043
"gene","MSTRG.6456",1.73645246317529,0.000205683224113185,0.00425523864951043
"gene","MSTRG.1641",0.743203078013194,0.000206366893074739,0.00425556583389073
"gene","MSTRG.8659",1.4496289787366,0.000208961278402309,0.00429406750219194
"gene","MSTRG.1718",2.47822492098557,0.000209581762897315,0.00429406750219194
"gene","MSTRG.4696",0.523796722843993,0.000210607178540712,0.00429733651897477
"gene","MSTRG.6025",1.43567451315002,0.000211233038074243,0.00429733651897477
"gene","MSTRG.6739",0.68111675024297,0.000211764542837112,0.00429733651897477
"gene","MSTRG.5285",0.768530341575857,0.000213253097241406,0.00430418602880109
"gene","MSTRG.8946",2.02914381000381,0.000213622383444023,0.00430418602880109
"gene","MSTRG.4792",0.678258875361668,0.000214128526542678,0.00430418602880109
"gene","MSTRG.4379",1.43716388633038,0.00021542689867271,0.00431666729038525
"gene","MSTRG.12452",1.31040454177792,0.000216327585438325,0.00432112656555802
"gene","MSTRG.5328",1.34685479619308,0.000217999550381487,0.00432569791143418
"gene","MSTRG.1765",0.678759263839005,0.000219040465988418,0.00432569791143418
"gene","MSTRG.4530",0.633277886748942,0.000219147058118985,0.00432569791143418
"gene","MSTRG.2265",0.657445405371378,0.000219271880946836,0.00432569791143418
"gene","MSTRG.9314",1.27459302283644,0.00022205711328005,0.00436712322784098
"gene","MSTRG.7080",0.605693784251783,0.000224618423120937,0.00440115835301686
"gene","MSTRG.10294",0.598631588629482,0.000225169118500235,0.00440115835301686
"gene","MSTRG.6810",0.579930254302177,0.000226117064585085,0.00440617105668551
"gene","MSTRG.5207",0.65241552716101,0.000228929781548648,0.00443002160547325
"gene","MSTRG.4122",0.724759669510658,0.000229392124436067,0.00443002160547325
"gene","MSTRG.12198",1.28751525404619,0.000229426730980253,0.00443002160547325
"gene","MSTRG.918",1.60229926593283,0.000230584615943163,0.00443892801447081
"gene","MSTRG.9497",0.798763411882888,0.000231981484881683,0.00445147563947867
"gene","MSTRG.1639",1.10410836883067,0.000232633613927558,0.00445147563947867
"gene","MSTRG.5279",0.7920039643054,0.000233554814388803,0.0044557223870822
"gene","MSTRG.1586",1.33342066701443,0.000236794750660185,0.00448716502673687
"gene","MSTRG.8332",0.658533068799383,0.000236893234210056,0.00448716502673687
"gene","MSTRG.3940",3.14382030749787,0.000237970692478662,0.00448716502673687
"gene","MSTRG.1509",0.676576733174409,0.000238019739334128,0.00448716502673687
"gene","MSTRG.8650",0.796688623475522,0.00024058563613083,0.00452215832868923
"gene","MSTRG.4127",0.697493622750163,0.000241352395541128,0.00452322783643549
"gene","MSTRG.6045",1.45079441943621,0.000245459080567612,0.00458670164626634
"gene","MSTRG.11112",0.690792934958428,0.000248089094993742,0.00462229155935709
"gene","MSTRG.9180",0.712221812172419,0.000254636655352636,0.00473045121838774
"gene","MSTRG.4668",2.27272265287396,0.000255815045377972,0.00473852752659429
"gene","MSTRG.9857",0.737502615690171,0.0002566011001921,0.00473931075485235
"gene","MSTRG.6734",1.26758075241581,0.000258341676603879,0.00475766810208069
